시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
고양시,동물진료법인 쥬박스동물메디컬센터,20220104,,0000,정상,,031-913-0649,,10386,"경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 (주엽동)",경기도 고양시 일산서구 주엽동 105 주엽역 삼부르네상스 ,10386,37.6694732913,126.7613834257,,178921.755604618    ,462986.547889216    ,동물병원,0,000
고양시,센트럴동물병원,20191203,,0000,정상,,031-967-8275,,10477,"경기도 고양시 덕양구 은빛로 45, 화정꽃무리조합프라자 202호 (화정동)",경기도 고양시 덕양구 화정동 909-3번지 화정꽃무리조합프라자 202호,10477,37.6380537487,126.8328459978,,185182.791966905    ,459542.249296696    ,동물병원,,000
고양시,24시 라인동물의료센터,20200311,,0000,정상,,02-381-2475,0,10591,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 2층 227-231호 (삼송동)",경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역 ,10591,37.6526552003,126.8961245289,,190814.230280765    ,461119.453768538    ,동물병원,0,000
고양시,행신동물의료센터,20210628,,0000,정상,,031-944-7587,,10518,"경기도 고양시 덕양구 충장로 122, 블레스타운 2층 205호 (행신동)",경기도 고양시 덕양구 행신동 999-2 블레스타운 ,10518,37.6235052997,126.8340004250,,185274.489902666    ,457918.732714533    ,동물병원,0,000
고양시,메리알동물병원,20210702,,0000,정상,,,,10523,"경기도 고양시 덕양구 무원로6번길 20, M-타워 503-2호 (행신동)",경기도 고양시 덕양구 행신동 707-3 M-타워 ,10523,37.6134267310,126.8337050870,,185248.088447055    ,456800.931082246    ,동물병원,,000
고양시,리즈펫동물병원,20200309,,0000,정상,,02-479-2285,0,10595,"경기도 고양시 덕양구 동송로 33, 이편한세상시티삼송 1층 22호 (동산동)",경기도 고양시 덕양구 동산동 369 이편한세상시티삼송 1층 22호,10595,37.6495732412,126.8962401729,,190793.816366137    ,460809.288799795    ,동물병원,,000
고양시,대심동물병원,20190624,,0000,정상,,031-962-1588,0,10287,"경기도 고양시 덕양구 통일로 753, 도광빌딩 1층 3호 (관산동)",경기도 고양시 덕양구 관산동 185번지 도광빌딩 ,10287,37.6869931,126.8667003,,188178.643264555    ,464969.096093174    ,동물병원,,000
고양시,더힐링동물병원,20210707,,0000,정상,,027127582,,10576,"경기도 고양시 덕양구 오금1로 143, 자이더빌리지 상가 204호 (오금동)",경기도 고양시 덕양구 오금동 663-1 ,10576,37.6601067159,126.9080820110,,,,동물병원,0,000
고양시,하이반려동물행동클리닉,20210906,,0000,정상,,0319661210,,10558,"경기도 고양시 덕양구 권율대로 690, 삼송2차원흥역동원로얄듀크비스타 202동 2층 1호 (원흥동)",경기도 고양시 덕양구 원흥동 635 ,10558,37.6504664009,126.8756238994,,188926.045450168    ,460940.677516272    ,동물병원,0,000
고양시,벳케어 동물병원,20100428,,0000,정상,,921-0117,0,10209,경기도 고양시 일산서구 가좌3로 27 (가좌동),경기도 고양시 일산서구 가좌동 390-8번지 ,10209,37.6870729,126.7191928,,175167.377073235    ,465009.589545979    ,동물병원,,000
고양시,아이편한 동물의료센터,20211021,,0000,정상,,0319708875,,10526,"경기도 고양시 덕양구 충장로 14, 글로리아프라자  2층 201호 (행신동)",경기도 고양시 덕양구 행신동 762 ,10526,37.6140350057,126.8344814671,,185316.562388048    ,456868.289991954    ,동물병원,0,000
고양시,반딧불 동물병원,20030520,,0000,정상,,904-2345,0,10387,"경기도 고양시 일산서구 중앙로 1443, 가람상가 208호 (주엽동)",경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,10387,37.6703244,126.7596870,,178734.035214849    ,463140.211764088    ,동물병원,,000
고양시,김 S 동물병원,20050322,,0000,정상,,031-916-7509,0,10362,경기도 고양시 일산동구 무궁화로93번길 6-10 (정발산동),경기도 고양시 일산동구 정발산동 702-4번지 ,10362,37.6666583180,126.7735945149,,179960.726089658    ,462730.421501637    ,동물병원,,000
고양시,예 동물병원,20150301,,0000,정상,,,46.41,10551,"경기도 고양시 덕양구 도래울로 52 (도내동, 센터프라자 104호)",경기도 고양시 덕양구 도내동 1020번지,10551,37.6302983,126.8694207,,188410.604678993,458676.321670965,동물병원,,000
고양시,24일산우리동물병원,20170719,,0000,정상,,031-913-5550,0,10387,"경기도 고양시 일산서구 중앙로 1455 (주엽동, 대우시티프라자)",경기도 고양시 일산서구 주엽동 115번지 대우시티프라자,10387,37.6708974586,126.7585231859,,178639              ,463209              ,동물병원,0,000
고양시,Dr.JK 동물병원,20041227,,0000,정상,,,0,10364,"경기도 고양시 일산동구 무궁화로 17, 한라밀라트 A동 102호 (장항동)",경기도 고양시 일산동구 장항동 742번지 한라밀라트 A동 102호,10364,37.6621933,126.7664115,,179321.637884805    ,462227.553754862    ,동물병원,,000
고양시,고양동물병원,20130313,,0000,정상,,031-964-7599,0,10275,경기도 고양시 덕양구 혜음로 8 (고양동),경기도 고양시 덕양구 고양동 243 ,10275,37.7010764859,126.9018235658,,191272.237926127    ,466525.081543565    ,동물병원,,000
고양시,스마트동물병원,20130704,,0000,정상,,031-913-8820,112.2,410837,경기도 고양시 일산동구 호수로 678 (장항동),"경기도 고양시 일산동구 장항동 750번지 삼성스위트101호, 102-1호 ",10364,37.6617395,126.7647696,,179178.979749546    ,462185.780147872    ,동물병원,,000
고양시,경서동물병원,20181210,,0000,정상,,02-3158-0733,0,10538,"경기도 고양시 덕양구 중앙로 136, 102호 (화전동)",경기도 고양시 덕양구 화전동 219-14번지 ,10538,37.6006961,126.8728368,,188707.207705428    ,455391.523547416    ,동물병원,,000
고양시,신일산동물병원,19940907,,0000,정상,,9046681,0,10416,"경기도 고양시 일산동구 강송로 180, 백마프라자 (마두동)",경기도 고양시 일산동구 마두동 759번지 백마프라자 ,10416,37.6547395,126.7836261,,180842.086155646    ,461406.473246905    ,동물병원,,000
고양시,더독,20030802,,0000,정상,,031-977-0154,0,10338,경기도 고양시 일산동구 고봉로278번길 16 (중산동),경기도 고양시 일산동구 중산동 1667-3번지 ,10338,37.6831552,126.7784297,,180390.956863047    ,464559.984135262    ,동물병원,,000
고양시,탑케어동물의료원,20070330,,0000,정상,,1666-7501,0,10500,"경기도 고양시 덕양구 화신로272번길 5, 2,3층 (화정동)",경기도 고양시 덕양구 화정동 984-8 ,10500,37.6312311266,126.8310641950,,185013.703419501    ,458778.522826862    ,동물병원,0,000
고양시,가좌동물병원,20120629,,0000,정상,,031-922-5777,0,10209,"경기도 고양시 일산서구 가좌3로 7-1 (가좌동, 마루프라자 나동 102.103호)",경기도 고양시 일산서구 가좌동 308-1번지 마루프라자 나동 102.103호 ,10209,37.6852373,126.7201861,,175252.659180274    ,464804.417652215    ,동물병원,,000
고양시,고양 우리아이 동물병원,20170516,,0000,정상,,031-965-0079,0,10274,"경기도 고양시 덕양구 혜음로 54, 1층 (고양동)",경기도 고양시 덕양구 고양동 162 ,10274,37.7054151818,126.9024807106,,191329.065274233    ,466994.874072112    ,동물병원,0,000
고양시,조이동물병원,20090309,,0000,정상,,919-1175,0,10228,경기도 고양시 일산서구 경의로 844 (덕이동),경기도 고양시 일산서구 덕이동 267-1번지 ,10232,37.6927946,126.7597724,,178747.63491357     ,465632.685379607    ,동물병원,,000
고양시,펫피아 동물병원,20061019,,0000,정상,,,0,10525,경기도 고양시 덕양구 충경로 45 (행신동),경기도 고양시 덕양구 행신동 756-10번지 ,10525,37.6155771,126.8346754,,185338.681154452    ,457050.109999015    ,동물병원,,000
고양시,제이엠 동물병원,20041218,,0000,정상,,031-924-1375,0,10402,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 205호 (장항동)",경기도 고양시 일산동구 장항동 846 센트럴프라자 205호,10402,37.6583803846,126.7733747675,,179927              ,461794              ,동물병원,,000
고양시,오엠동물병원,20090423,,0000,정상,,902-7567,168.18,10392,"경기도 고양시 일산서구 한류월드로 300, 고양 원마운트 2층 2100호 (대화동)",경기도 고양시 일산서구 대화동 2606 고양 원마운트 ,10392,37.6645540055,126.7545272288,,178268.135568909    ,462480.734362689    ,동물병원,0,000
고양시,풍동동물병원,20070501,,0000,정상,,,0,10306,"경기도 고양시 일산동구 숲속마을로 48 (풍동, 신성프라자)",경기도 고양시 일산동구 풍동 1280번지 ,10306,37.6673787916,126.7979039985,,182103.488459125    ,462804.299266978    ,동물병원,,000
고양시,행신동물병원,19951101,,0000,정상,,031-971-5534,0,10517,경기도 고양시 덕양구 행신로 147 (행신동),경기도 고양시 덕양구 행신동 647-14번지 ,10517,37.6192756,126.8315975,,185068.23274404     ,457460.893932846    ,동물병원,,000
고양시,마리동물병원,20001130,,0000,정상,,9130182,0,10243,"경기도 고양시 일산서구 현중로 29, 탄현마을2단지 (탄현동)",경기도 고양시 일산서구 탄현동 1487 탄현마을2단지 ,10243,37.6931261693,126.7675233585,,179394.550073108    ,465705.701321462    ,동물병원,0,000
고양시,웰니스 동물병원,20190904,,0002,폐업,20191008,0319081756,,10401,"경기도 고양시 일산동구 중앙로1275번길 64, 홈플러스 일산점 4층 (장항동)",경기도 고양시 일산동구 장항동 755번지 홈플러스 일산점 4층 ,10401,37.6589637072,126.7688243876,,179536.212704008    ,461876.531597015    ,동물병원,,000
고양시,탑케어동물병원,20200528,,0002,폐업,20220111,1666-7501,0,10500,"경기도 고양시 덕양구 화신로272번길 5, 3층 (화정동)",경기도 고양시 덕양구 화정동 984-8 ,10500,37.6312311266,126.8310641950,,185013.703419501    ,458778.522826862    ,동물병원,0,000
고양시,미래종합,20000129,,0002,폐업,20091026,9197582,0,,경기도 고양시 일산서구 일산로741번길 5-1 (대화동),경기도 고양시 일산서구 대화동 2194-4   번지,10377,37.6770723,126.7509592,,,,동물병원,,000
고양시,베스트동물병원,20060123,,0002,폐업,20070308,,39.6,,"경기도 고양시 일산서구 중앙로 1470 A동 106호 (주엽동,동부썬프라자)",경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,10379,37.6723467,126.7573454,,178529.136791301,463365.623578833,동물병원,,000
고양시,주엽동물병원,20060602,,0002,폐업,20100420,,0,,,경기도 고양시 일산서구 주엽동 63번지 상가동 106호,10361,37.6697436,126.7665123,,179335.868789335,463073.711845168,동물병원,,000
고양시,신진가축병원,19940926,,0002,폐업,20211006,031-976-5100,0,10341,경기도 고양시 일산서구 일중로 73 (일산동),경기도 고양시 일산서구 일산동 579-3 ,10341,37.6861515039,126.7750659865,,180088.40041188     ,464883.226881406    ,동물병원,0,000
고양시,위즈펫동물병원 킨텍스점,20141120,,0002,폐업,20191231,,0,10391,경기도 고양시 일산서구 주엽로 79 (대화동),경기도 고양시 일산서구 대화동 1050-171번지 롯데빅마켓 킨텍스점 지하1층 ,10391,37.6671045654,126.7537358344,,178207.798502925    ,462784.587737594    ,동물병원,,000
고양시,화정에덴,20020803,,0002,폐업,20030519,9687772,0,,경기도 고양시 덕양구 화중로138번길 5-9 (화정동),경기도 고양시 덕양구 화정동 893-3   번지,10477,37.6398826,126.8327851,,,,동물병원,,000
고양시,탑 동물병원,20100713,,0002,폐업,20200410,,0,10516,"경기도 고양시 덕양구 행당로 2, 가남프라자 108호 (토당동)",경기도 고양시 덕양구 토당동 882번지 가남프라자 108호,10516,37.6198384636,126.8247640338,,184462.338476214    ,457514.185162017    ,동물병원,,000
고양시,베스트동물병원,20040813,,0002,폐업,20051102,922-1072,0,,"경기도 고양시 일산서구 중앙로 1470 A동 106호 (주엽동,동부썬프라자)",경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,10379,37.6723467,126.7573454,,178529.136791301,463365.623578833,동물병원,,000
고양시,이리온 동물의료원(일산점),20120509,,0002,폐업,20150630,031-913-6125,559.67,411742,"경기도 고양시 일산서구 중앙로 1388, 105호 (주엽동, 태영프라자)",경기도 고양시 일산서구 주엽동 73번지 태영프라자 105호,10366,37.6685431,126.7654053,,179238.725261115,462941.223697841,동물병원,,L00
고양시,세브란스,20030123,,0002,폐업,20060605,924-0075,0,,경기도 고양시 일산서구 일현로 48 (탄현동),경기도 고양시 일산서구 탄현동 1573-5번지,10343,37.6912611,126.7632694,,179054.660565285,465462.149809784,동물병원,,000
고양시,위드동물병원,20190328,,0002,폐업,20191210,031-961-6565,0,10392,"경기도 고양시 일산서구 한류월드로 300, 원마운트 1231호 (대화동)",경기도 고양시 일산서구 대화동 2606번지 원마운트 1231호,10392,37.6643761173,126.7544363076,,178268.135568909    ,462480.734362689    ,동물병원,,000
고양시,동물의 왕국,20030127,,0002,폐업,20170228,031-967-5432,0,,경기도 고양시 덕양구 화중로151번길 3 1층 (화정동),경기도 고양시 덕양구 화정동 913번지 1층,10476,37.6403864,126.8322628,,185130.603873449,459802.213009822,동물병원,,000
고양시,일산하나로 외과 동물병원,20140226,,0002,폐업,20161231,031-975-4825,,10338,경기도 고양시 일산동구 중산로 117 (중산동),경기도 고양시 일산동구 중산동 1696번지,10338,37.6824573,126.7809825,,180632              ,464490              ,동물병원,,000
고양시,베스트,20010820,,0002,폐업,20040813,916-0108,0,,경기도 고양시 일산서구 중앙로 1470 (주엽동),경기도 고양시 일산서구 주엽동 17번지,10379,37.6723467,126.7573454,,178529.136791301,463365.623578833,동물병원,,000
고양시,고봉동물병원,20141027,,0002,폐업,20180115,,0,10258,경기도 고양시 일산동구 성현로 407 (문봉동),경기도 고양시 일산동구 문봉동 53-11번지,10258,37.7006286,126.8285643,,184817.938088233,466491.075208685,동물병원,,000
고양시,위즈펫동물병원 일산장항점,20141219,,0002,폐업,20190901,,124.53,10401,"경기도 고양시 일산동구 중앙로1275번길 64, 4층 (장항동, 홈플러스)",경기도 고양시 일산동구 장항동 755번지 홈플러스 4층 ,10401,37.6589637072,126.7688243876,,179536.212704008    ,461876.531597015    ,동물병원,,000
